DOC_CD,DOC_DEPT_CD,DOC_ID,DOC_VERS_NO,DOC_DSCR,CONTRACT_SYNOPSIS,CONTRACT_CONTACT_NM,CONTRACT_CONTACT_VOICE_PH_NO,CONTRACT_CONTACT_EMAIL_AD,MA_PRCH_LMT_AM,MA_ITD_ORD_AM,MA_DO_RFED_AM,EFBGN_DT,EFEND_DT,GNRC_PO_RPT_1,RPT_DSCR,BRD_AWD_DT,BRD_AWD_NO,CAT_DSCR,DOC_VEND_LN_NO,VEND_CUST_CD,LGL_NM,ALIAS_NM,SO_DOC_CD,SO_DOC_DEPT_CD,SO_DOC_ID,TODAY,ROW_KEY
MA,6400,GA190000016,2,TACTICAL EAR GADGETS & ACCESSORIES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,50000,937.65,0,01/02/2019,01/01/2020,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,V00000900837,HOLZBERG COMMUNICATIONS INC,N/A,IFB,6400,EAD1002,09/23/2019,MA6400GA1900000162V00000900837
MA,6400,GA190000064,1,SETCOM BRAND PARTS & ACCESSORIES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,60000,0,0,09/03/2019,09/02/2020,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,VS0000003428,PINNACLE PEAK HOLDING CORP,SETCOM CORPORATION,IFB,6400,EAD1004,09/23/2019,MA6400GA1900000641VS0000003428
MA,6400,NA180000098,2,MOTOROLA RADIO & EQUIPMENT INSTALL/REPAIR SUPPORT SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2750000,693441.75,413148,03/27/2018,03/26/2021,10,Competitive Acquisition,03/24/0018,30,Non-Professional Services,1,VS0000036439,DFW COMMUNICATIONS INC,CROSSPOINT COMMUNICATIONS,IFB,6400,GAZ0058,09/23/2019,MA6400NA1800000982VS0000036439
MA,6400,NA180000110,1,LASER TECHNOLOGY RADAR EQUIPMENT REPAIR SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,75000,8022.5,6705.5,04/09/2018,04/08/2023,10,Competitive Acquisition,,ADNIN,Non-Professional Services,1,LAS7063345,LASER TECHNOLOGY INC,N/A,IFB,6400,PAX0072,09/23/2019,MA6400NA1800001101LAS7063345
MA,7300,NN180000009,4,COMMUNITY TECHNOLOGY ACCESS LAB MGMT SRVS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,630000,272250,195676.09,07/20/2018,07/19/2021,10,Competitive Acquisition,03/03/0018,15,Non-Professional Services,1,AUS7091510,AUSTIN FREE-NET,N/A,RFP,7300,JRH0104,09/23/2019,MA7300NN1800000094AUS7091510
MA,7400,GA160000085,10,"FLEXIBLE BASE, SUBSTATION SURFACE ROCK AND LIMESTONE ROCK",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2786400,39653.75,31002.52,09/06/2016,09/05/2020,10,Competitive Acquisition,08/20/0016,62,Commodities (Goods),1,V00000928963,"DINCA GROUP, LLC",N/A,IFB,1100,DNJ0126,09/23/2019,MA7400GA16000008510V00000928963
MA,7400,NA190000004,2,"AUDIT OF ACTUARIAL VALUATIONS, STUDIES AND REPORTS",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,75000,70000,70000,10/12/2018,10/11/2019,10,Competitive Acquisition,10/06/0018,28,Non-Professional Services,1,V00000956612,"BOLTON PARTNERS, INC.",BOLTON,RFP,7400,CTE3000,09/23/2019,MA7400NA1900000042V00000956612
MA,7400,NA190000143,1,CITYWIDE ARMORED CAR SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,694000,30000,1880.19,06/24/2019,06/30/2022,10,Competitive Acquisition,06/21/0019,53,Non-Professional Services,1,DUN7168375,DUNBAR ARMORED INC,N/A,RFP,7400,EAD3003REBID,09/23/2019,MA7400NA1900001431DUN7168375
MA,7400,NA190000171,2,CITYWIDE DISPOSABLE TAMPER EVIDENT DEPOSIT BAGS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,27100,10000,0,07/24/2019,07/23/2022,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,VS0000016897,DUNBAR SECURITY PRODUCTS INC,N/A,IFB,7400,DCM1004,09/23/2019,MA7400NA1900001712VS0000016897
MA,7400,PA180000085,2,HEARINGS OFFICER SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,70000,15000,11250,09/30/2018,09/29/2020,10,Competitive Acquisition,,ADMIN,Professional Services,2,V00000910657,SHERRY RENE WETSCH,LAW OFFICE OF SHERRY WETSCH,RFQS,7400,CRR0305,09/23/2019,MA7400PA1800000852V00000910657
MA,7400,PA180000085,2,HEARINGS OFFICER SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,70000,15000,11250,09/30/2018,09/29/2020,10,Competitive Acquisition,,ADMIN,Professional Services,1,WEB5087500,WEBB & WEBB,N/A,RFQS,7400,CRR0305,09/23/2019,MA7400PA1800000852WEB5087500
MA,7500,NA170000077,9,"AUTOMATIC DOOR MAINTENANCE, REPAIR, REPLACEMENT, INSPECTIONS",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,410056.25,280647.95,203077.27,02/09/2017,02/08/2020,10,Competitive Acquisition,01/28/0017,32,Non-Professional Services,2,MIN7145560,MINER LTD,N/A,IFB,7500,CRR0210,09/23/2019,MA7500NA1700000779MIN7145560
MA,7500,NA170000077,9,"AUTOMATIC DOOR MAINTENANCE, REPAIR, REPLACEMENT, INSPECTIONS",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,410056.25,280647.95,203077.27,02/09/2017,02/08/2020,10,Competitive Acquisition,01/28/0017,32,Non-Professional Services,1,MIN8323282,MINER CENTRAL TEXAS LTD,MINER CENTRAL TEXAS,IFB,7500,CRR0210,09/23/2019,MA7500NA1700000779MIN8323282
MA,7500,NA190000096,1,SECURITY PATROL SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,25750,8900,5175,03/06/2019,03/05/2020,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,PRI8320762,PRIEBE SECURITY SERVICES INC,N/A,IFB,7500,DTB1001,09/23/2019,MA7500NA1900000961PRI8320762
MA,7800,GA140000081,10,TIRES AND TUBES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,9691326,7001078.72,6557856.68,07/02/2014,07/01/2020,10,Competitive Acquisition,06/14/0014,42,Commodities (Goods),4,SOU8319472,SOUTHERN TIRE MART LLC,SOUTHERN TIRE MART,IFB,7800,JRD0009,09/23/2019,MA7800GA14000008110SOU8319472
MA,7800,GA140000081,10,TIRES AND TUBES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,9691326,7001078.72,6557856.68,07/02/2014,07/01/2020,10,Competitive Acquisition,06/14/0014,42,Commodities (Goods),2,V00000909832,KANDO PARTNERS,KLINGEMANN CAR CARE #1 AKA KLINGEMANN CAR CARE CENTER,IFB,7800,JRD0009,09/23/2019,MA7800GA14000008110V00000909832
MA,7800,GA140000081,10,TIRES AND TUBES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,9691326,7001078.72,6557856.68,07/02/2014,07/01/2020,10,Competitive Acquisition,06/14/0014,42,Commodities (Goods),1,VC0000101050,BRIDGESTONE AMERICAS INC,GCR TIRES & SERVICE OR GCR TIRE CENTERS,IFB,7800,JRD0009,09/23/2019,MA7800GA14000008110VC0000101050
MA,7800,GA140000081,10,TIRES AND TUBES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,9691326,7001078.72,6557856.68,07/02/2014,07/01/2020,10,Competitive Acquisition,06/14/0014,42,Commodities (Goods),3,VC0000103288,YOUNGBLOOD AUTOMOTIVE & TIRE LLC,YOUNGBLOOD AUTOMOTIVE & TIRE,IFB,7800,JRD0009,09/23/2019,MA7800GA14000008110VC0000103288
MA,7800,GA180000080,1,POLICE PURSUIT TIRES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,930000,250000,145602.16,12/01/2018,11/30/2021,10,Competitive Acquisition,10/06/0018,23,Commodities (Goods),1,V00000909832,KANDO PARTNERS,KLINGEMANN CAR CARE #1 AKA KLINGEMANN CAR CARE CENTER,IFB,7800,ELL1000,09/23/2019,MA7800GA1800000801V00000909832
MA,7800,GA190000017,2,OEM & AFTERMARKET PARTS FOR EMERGENCY VEHICLES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,338939.4,100000,6382.77,03/25/2019,03/24/2022,10,Competitive Acquisition,03/09/0019,23,Commodities (Goods),1,V00000943327,REV PARTS LLC,N/A,IFB,7800,DDM1000,09/23/2019,MA7800GA1900000172V00000943327
MA,7800,GA190000025,1,POLICE PURSUIT TIRES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,44706,43947.82,43947.82,02/14/2019,12/31/2019,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,V00000909832,KANDO PARTNERS,KLINGEMANN CAR CARE #1 AKA KLINGEMANN CAR CARE CENTER,RFQ,7800,JRH2006,09/23/2019,MA7800GA1900000251V00000909832
MA,7800,GA190000047,1,OEM PARTS FOR SPARTAN FIRE APPARATUS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,180000,25000,23196.61,05/23/2019,05/22/2022,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,VC0000101452,METRO FIRE APPARATUS SPECIALISTS INC,N/A,IFB,7800,JRH1012,09/23/2019,MA7800GA1900000471VC0000101452
MA,7800,GA190000053,2,TENNANT OEM PARTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,40000,23000,3689.83,06/03/2019,06/02/2020,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,TEN7170250,TENNANT SALES & SVC CO,N/A,IFB,7800,DTB1003,09/23/2019,MA7800GA1900000532TEN7170250
MA,7800,GA190000062,1,POLICE PURSUIT TIRES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,702793,30000,14316,08/12/2019,08/11/2021,10,Competitive Acquisition,08/10/0019,60,Commodities (Goods),1,V00000909832,KANDO PARTNERS,KLINGEMANN CAR CARE #1 AKA KLINGEMANN CAR CARE CENTER,IFB,7800,JRH1014,09/23/2019,MA7800GA1900000621V00000909832
MA,7800,NA140000126,11,TIRE RETREAD AND REPAIR,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,3307110,1645553.98,1507697.1,07/01/2014,06/30/2020,10,Competitive Acquisition,06/28/0014,58,Non-Professional Services,1,VS0000028577,BEASLEY TIRE SERVICE HOUSTON INC,BEASLEY TIRE SERVICE,IFB,7800,LMR0007,09/23/2019,MA7800NA14000012611VS0000028577
MA,7800,NA150000135,5,RENTAL OF VEHICLES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1642152,996049.94,895675.48,08/26/2015,08/25/2020,10,Competitive Acquisition,08/22/0015,36,Non-Professional Services,1,LON6008945,"LONGHORN CAR TRUCK RENTAL, INC.",LONGHORN CAR-TRUCK RENTAL AKA LONGHORN CAR TRUCK RENTAL INC,IFBBV,7800,SLW0201REBID,09/23/2019,MA7800NA1500001355LON6008945
MA,7800,NA180000096,2,OEM PARTS AND REPAIR SERVICES FOR FORD VEHICLES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2600000,2161892.82,1725698.59,03/29/2018,03/28/2020,10,Competitive Acquisition,03/24/0018,31,Non-Professional Services,2,COV7009090,COVERT FORD INC,COVERT FORD LINCOLN,IFB,7800,ELL0058,09/23/2019,MA7800NA1800000962COV7009090
MA,7800,NA180000096,2,OEM PARTS AND REPAIR SERVICES FOR FORD VEHICLES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2600000,2161892.82,1725698.59,03/29/2018,03/28/2020,10,Competitive Acquisition,03/24/0018,31,Non-Professional Services,1,LEI8303618,LEIF JOHNSON FORD,LEIF JOHNSON FORD II LTD OR TRUCK CITY FORD,IFB,7800,ELL0058,09/23/2019,MA7800NA1800000962LEI8303618
MA,7800,NA180000117,2,VEHICLE DAMAGE AND APPRAISAL SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,40000,5425,4845,06/06/2018,06/05/2020,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000951991,"FULLERTON APPRAISAL SERVICE, INC.",N/A,IFB,7800,MMO0128,09/23/2019,MA7800NA1800001172V00000951991
MA,7800,NA180000129,2,VEHICLE CAR CLEANING AND WASHING SERVICES NORTH CENTRAL AUST,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,147000,75000,17919.95,12/01/2018,11/30/2020,10,Competitive Acquisition,05/12/0018,35,Non-Professional Services,1,VC0000102251,JOLLYVILLE CAR WASH INC,ARBOR CAR WASH,IFB,7800,ELL0060,09/23/2019,MA7800NA1800001292VC0000102251
MA,7800,NA180000132,2,PARTS & REPAIR FOR SLUDGE TRAILERS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,224000,81445.69,24935.09,05/25/2018,05/24/2020,10,Competitive Acquisition,05/26/0018,29,Non-Professional Services,1,LON2935250,LONGHORN INTERNATIONAL TRUCKS LTD,"KYRISH TRUCK CENTERS, KYRISH TRUCK CENTERS OF AUSTIN",IFB,7800,ELL0061,09/23/2019,MA7800NA1800001322LON2935250
MA,7800,NA180000137,2,VEHICLE CLEANING AND WASHING FOR SOUTH-CENTRAL AUSTIN,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,140000,118130,80775,07/16/2018,07/15/2020,10,Competitive Acquisition,06/16/0018,53,Non-Professional Services,1,VC0000102759,H2O CAR WASH EXPRESS LLC,GENIE CAR WASH,IFB,7800,ELL0064,09/23/2019,MA7800NA1800001372VC0000102759
MA,7800,NA180000147,2,INSPECTION AND TESTING OF AUTOMOTIVE LIFTS AND CRANSES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,47200,30000,11200,07/03/2018,07/02/2020,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,VS0000030036,DIVERSIFIED INSPECTIONS/INDEPENDENT TESTING LABORATORIES,ITL INC.,IFB,7800,ELL1002,09/23/2019,MA7800NA1800001472VS0000030036
MA,7800,NA180000157,2,PARTS AND REPAIR SERVICES FOR ALTEC UTILITY EQUIPMENT,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,174600,55577.77,35504.45,07/18/2018,07/17/2021,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,ALT0162000,ALTEC INDUSTRIES INC,N/A,IFB,7800,ELL0065REBID,09/23/2019,MA7800NA1800001572ALT0162000
MA,7800,NA180000177,1,RECYCLING OF SCRAP TIRES AND RUBBER,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,170000,127228.75,91702.25,08/28/2018,08/27/2020,10,Competitive Acquisition,08/25/0018,28,Non-Professional Services,1,V00000909903,"T7 ENTERPRISES, LLC",RELIABLE TIRE DISPOSAL,IFB,7800,SLW1003,09/23/2019,MA7800NA1800001771V00000909903
MA,7800,NA180000194,1,PARTS & REPAIR SERVICES FOR DTNA PRODUCTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,806000,400000,201754.06,10/08/2018,10/07/2020,10,Competitive Acquisition,09/22/0018,39,Non-Professional Services,1,AUS0513250,AUSTIN TRUCK & EQUIPMENT INC LTD,FREIGHTLINER OF AUSTIN,IFB,7800,MMO0127REBID,09/23/2019,MA7800NA1800001941AUS0513250
MA,7800,NA180000194,1,PARTS & REPAIR SERVICES FOR DTNA PRODUCTS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,806000,400000,201754.06,10/08/2018,10/07/2020,10,Competitive Acquisition,09/22/0018,39,Non-Professional Services,2,V00000924855,"LONESTAR FREIGHTLINER GROUP, LLC",LONESTAR TRUCK GROUP ABILENE SAN ANGELO WACO TEMPLE BRYAN,IFB,7800,MMO0127REBID,09/23/2019,MA7800NA1800001941V00000924855
MA,7800,NA180000197,1,UPHOLSTERY & REPAIR SERVICES FOR VEHICLES AND EQUIPMENT,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,140400,70000,17396.24,10/19/2018,10/18/2020,10,Competitive Acquisition,10/06/0018,22,Non-Professional Services,1,V00000916994,ON SITE AUTO TRIM INC,AUSTIN INTERIORS,IFB,7800,ELL0056REBID,09/23/2019,MA7800NA1800001971V00000916994
MA,7800,NA190000074,1,AUTOMOTIVE RADIATOR & TANK REPAIR SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,106000,70000,3866.38,02/21/2019,02/20/2021,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000906557,ROZNOVAK'S SERVICES INC,N/A,IFB,7800,SLW1013,09/23/2019,MA7800NA1900000741V00000906557
MA,7800,NA190000090,1,PARTS AND REPAIRS FOR UD TRUCKS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,221026,80000,10703.91,04/18/2019,04/17/2021,10,Competitive Acquisition,04/13/0019,15,Non-Professional Services,1,RUS8315958,RUSH TRUCK CENTERS OF TEXAS LP,"RUSH TRUCK CENTER, AUSTIN OR RUSH",IFB,7800,ELL1001REBID,09/23/2019,MA7800NA1900000901RUS8315958
MA,7800,NA190000121,1,"LIFT, CRANE, & OVERHEAD HOIST MAINTENANCE & REPAIR SERVICE",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,75860,21000,670.91,05/20/2019,05/20/2021,10,Competitive Acquisition,05/22/0019,ADMIN,Non-Professional Services,1,V00000959115,"AER EQUIPMENT & REPAIR, LLC",AMERICAN EQUIPMENT & REPAIR,IFB,7800,DCM1002,09/23/2019,MA7800NA1900001211V00000959115
MA,7800,NA190000161,1,AUTOMOTIVE BODY REPAIR SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,3026195,400000,140265.01,06/20/2019,06/19/2022,10,Competitive Acquisition,06/21/0019,56,Non-Professional Services,2,ACM8300211,ACM BODY & FRAME INC,ACM TRACTOR SALES,IFB,7800,JRH1005,09/23/2019,MA7800NA1900001611ACM8300211
MA,7800,NA190000161,1,AUTOMOTIVE BODY REPAIR SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,3026195,400000,140265.01,06/20/2019,06/19/2022,10,Competitive Acquisition,06/21/0019,56,Non-Professional Services,1,NET8301304,KAISER & SONS INC,NETWORK AUTO BODY & PAINT SHOP,IFB,7800,JRH1005,09/23/2019,MA7800NA1900001611NET8301304
MA,7800,NA190000163,1,INTERNATIONAL TRUCKS PARTS AND REPAIRS,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2136026,260000,16450.43,06/20/2019,06/19/2021,10,Competitive Acquisition,06/21/0019,62,Non-Professional Services,1,LON2935250,LONGHORN INTERNATIONAL TRUCKS LTD,"KYRISH TRUCK CENTERS, KYRISH TRUCK CENTERS OF AUSTIN",IFB,7800,JRH1011,09/23/2019,MA7800NA1900001631LON2935250
MA,7800,NA190000164,2,JOHN DEERE EQUIPMENT PARTS AND REPAIR SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1519508,151155,17304.25,06/25/2019,06/24/2022,10,Competitive Acquisition,06/21/0019,57,Non-Professional Services,1,V00000947408,OFFUTT COMPANIES INC.,RDO EQUIPMENT CO.,IFB,7800,JRH1009,09/23/2019,MA7800NA1900001642V00000947408
MA,7800,NA190000184,1,HYDRAULIC HOSE & CYLINDER PARTS & REPAIR SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,821066,49200,0,08/29/2019,08/28/2021,10,Competitive Acquisition,08/24/0019,46,Non-Professional Services,1,VC0000100236,CAPITOL BEARING SERVICE OF AUSTIN INC,CAPITOL BEARING SERVICE,IFB,7800,DCM1009,09/23/2019,MA7800NA1900001841VC0000100236
MA,7800,NA190000206,2,VEHICLE & EQUIPMENT PAINT AND DENT REPAIR,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,120000,10000,0,08/07/2019,08/06/2021,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,LEI8303618,LEIF JOHNSON FORD,LEIF JOHNSON FORD II LTD OR TRUCK CITY FORD,IFB,7800,JRH1017,09/23/2019,MA7800NA1900002062LEI8303618
MA,7800,NR190000004,2,SALE OF WASTE OIL & DISPOSAL OF USED OIL FILTERS & FLOOR DRY,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,0,0,0,05/28/2019,05/27/2021,10,Competitive Acquisition,,ADMIN,Non-Professional Services,1,V00000916337,VERTEX ENERGY INC,"H&H OIL, H&H OIL COMPANY OR H&H AUSTIN",IFB,7800,SLW1020,09/23/2019,MA7800NR1900000042V00000916337
MA,8100,GA180000060,2,"AIRFIELD LIGHTING, SIGNAGE, AND FIXTURE REPLACEMENT PARTS",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,3180000,783555.67,622183.45,06/25/2018,06/24/2021,10,Competitive Acquisition,06/16/0018,49,Commodities (Goods),1,AIR0096750,AIRPORT LIGHTING SYSTEMS INC,ALS AIRPORT LIGHTING SYSTEMS,IFB,8100,SLW0121REBID,09/23/2019,MA8100GA1800000602AIR0096750
MA,8100,GA190000020,1,PARTS FOR IED ANNOUNCEMENT CONTROL SYSTEM AT ABIA,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,144900,11723.35,1935.8,02/13/2019,02/12/2022,10,Competitive Acquisition,,ADMIN,Commodities (Goods),1,FOR1901500,FORD AUDIO-VIDEO SYSTEMS LLC,FORD AUDIO-VIDEO,IFB,8100,KDS1002,09/23/2019,MA8100GA1900000201FOR1901500
MA,8100,GA190000029,1,ABIA PASSENGER BOARDING BRIDGE TIRES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,261000,0,0,09/01/2019,08/31/2022,10,Competitive Acquisition,02/09/0019,25,Commodities (Goods),1,THY8312557,THYSSENKRUPP AIRPORT SYSTEMS INC,THYSSEN AG,IFB,8100,MMO1006,09/23/2019,MA8100GA1900000291THY8312557
MA,8100,NA140000121,11,AIRPORT FINANCIAL & OTHER RELATED CONSULTING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1200000,522745.2,382408.38,07/22/2014,07/21/2020,10,Competitive Acquisition,06/28/0014,56,Non-Professional Services,1,RIC3853250,RICONDO & ASSOC INC,N/A,RFP,8100,PAX0109,09/23/2019,MA8100NA14000012111RIC3853250
MA,8100,NA140000121,11,AIRPORT FINANCIAL & OTHER RELATED CONSULTING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1200000,522745.2,382408.38,07/22/2014,07/21/2020,10,Competitive Acquisition,06/28/0014,56,Non-Professional Services,3,UNI8302859,UNISON CONSULTING INC,N/A,RFP,8100,PAX0109,09/23/2019,MA8100NA14000012111UNI8302859
MA,8100,NA140000121,11,AIRPORT FINANCIAL & OTHER RELATED CONSULTING SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1200000,522745.2,382408.38,07/22/2014,07/21/2020,10,Competitive Acquisition,06/28/0014,56,Non-Professional Services,2,VS0000030757,LEIGHFISHER INC.,LEIGHFISHER,RFP,8100,PAX0109,09/23/2019,MA8100NA14000012111VS0000030757
MA,8100,NA150000084,2,TOTAL WASTE MANAGEMENT,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,6450000,2649288.48,2427662.5,08/04/2015,08/03/2020,10,Competitive Acquisition,05/23/0015,9,Non-Professional Services,1,TEX4798000,TEXAS DISPOSAL SYSTEMS INC,N/A,RFP,8100,PAX0120,09/23/2019,MA8100NA1500000842TEX4798000
MA,8100,NA180000160,1,SECURITY SYSTEM ACCESS CONTROL & VIDEO MGMT. MAINT & SUPPORT,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,2065004,745822.08,419105.78,08/09/2018,08/08/2021,10,Competitive Acquisition,08/11/0018,49,Non-Professional Services,1,CON8321260,CONVERGINT TECHNOLOGIES L L C,N/A,RFP,5600,PAX0144,09/23/2019,MA8100NA1800001601CON8321260
MA,8100,NA190000118,1,ITSM SOFTWARE (INFO. TECH. SERVICE MGMT. SW SOLUTIONS),,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,334825,220975,45000,08/08/2019,08/07/2022,10,Competitive Acquisition,08/10/0019,47,Non-Professional Services,1,V00000928139,"CREATIVE ENTERPRISE SOLUTIONS, LLC",BEYOND20,RFP,8100,PAX3147,09/23/2019,MA8100NA1900001181V00000928139
MA,8100,NA190000124,1,CENTRALIZED RECEIVING & DISTRIBUTION MANAGEMENT SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,9555700,116250,0,08/31/2019,08/30/2024,10,Competitive Acquisition,06/21/0019,49,Non-Professional Services,1,V00000929586,"BRADFORD AIRPORT LOGISTICS, LTD",N/A,RFP,8100,MMO3002,09/23/2019,MA8100NA1900001241V00000929586
MA,8100,NA190000128,1,MAINT. & REPAIR SERVICES FOR VARIABLE FREQUENCY DRIVE (VFD),,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,492000,47203.2,11800.8,04/26/2019,04/25/2022,10,Competitive Acquisition,04/27/0019,23,Non-Professional Services,1,VS0000035915,"JM ENGINEERING, LLC",N/A,IFB,8100,MMO1007,09/23/2019,MA8100NA1900001281VS0000035915
MA,8100,NA190000130,1,AIRFIELD MARKINGS REMOVAL SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1265500,0,0,06/06/2019,06/05/2022,10,Competitive Acquisition,06/08/0019,28,Non-Professional Services,1,VS0000009453,"HI-LITE MARKINGS, INC.",N/A,IFB,8100,SSC1002REBID,09/23/2019,MA8100NA1900001301VS0000009453
MA,8100,NA190000162,2,AIR SERVICE MARKET EVALUATION & DEVELOPMENT SERVICES,,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,1072000,38343.75,38343.75,06/20/2019,06/19/2022,10,Competitive Acquisition,06/21/0019,48,Non-Professional Services,1,CAM7138110,CAMPBELL-HILL AVIATION GROUP LLC,N/A,RFP,8100,SMW3001,09/23/2019,MA8100NA1900001622CAM7138110
MA,8100,NA190000167,1,"WINDOW WASHING FOR TERMINAL, STERILE SECURITY AREA, PARKING",,Central Purchasing Office Receptionist,(512) 974-2500,purchinfo@austintexas.gov,414648,69108,0,06/20/2019,06/19/2021,10,Competitive Acquisition,06/21/0019,52,Non-Professional Services,1,V00000911795,JAMES HASTY ENTERPRISES INC.,WESTLAKE HOME & COMMERCIAL SERVICES,RFP,8100,KDS3004,09/23/2019,MA8100NA1900001671V00000911795
