Posting Date,Contract Number,Description,Department,Recommended Action,Recommended Vendor,Contract Amount,MBE/WBE/DBE Participation,MBE/WBE/DBE type,Direct Participation,Indirect Participation,# of Bids Received,# of M/WBE Bids Received,CCA Concurs,Link
05/17/2019,1890-17539C,Substance Abuse Treatment and Counseling Services,Adult Probation Dept. - 280,Award,"Gateway Foundation, Inc.",600000.00,,,,,12,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190517-Intent_to_Award_EDS.pdf
05/17/2019,1890-17539D,Substance Abuse Treatment and Counseling Services,Adult Probation Dept. - 280,Award,Lutheran Social Services of Illinois,300000.00,,,,,12,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190517-Intent_to_Award_EDS.pdf
05/17/2019,1890-17539E,Substance Abuse Treatment and Counseling Services,Adult Probation Dept. - 280,Award,McDermott Center d/b/a Haymarket Center,600000.00,,,,,12,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190517-Intent_to_Award_EDS.pdf
05/17/2019,1890-17539F,Substance Abuse Treatment and Counseling Services,Adult Probation Dept. - 280,Award,"Pilsen Wellness Center, Inc.",150000.00,,,,,12,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190517-Intent_to_Award_EDS.pdf
05/17/2019,1890-17539H,Substance Abuse Treatment and Counseling Services,Adult Probation Dept. - 280,Award,"WestCare Illinois, Inc.",150000.00,,,,,12,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190517-Intent_to_Award_EDS.pdf
05/17/2019,1912-17728,Vehicle Leasing and Maintenance,Office of the Sheriff - 210,Award,Enterprise Fleet Management,2763296.40,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190517-Intent_to_Award_EDS.pdf
05/17/2019,1845-17663,Boiler and Water Heater Maintenance and Repair,Dept of Facilities/Mgmt - 200,Award,The Stone Group,637885.20,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190517-Intent_to_Award_EDS.pdf
05/17/2019,1845-17663,,,,,,Fairfield Electric,MBE (9),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190517-Intent_to_Award_EDS.pdf
05/17/2019,1845-17663,,,,,,"Hilco Distributing Company, Inc.",WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190517-Intent_to_Award_EDS.pdf
05/31/2019,1845-17853,Southern Folgers Detention Grade Lock Parts and Accessories,Dept of Facilities/Mgmt - 200,Award,"Sentry Security Fasteners, Inc.",634629.18,,,,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190531-Intent_to_Award_EDS.pdf
06/20/2019,1730-16794,Voluntary Benefits Administration,Risk Management - 008,Award,Mercer,0.00,,,,,16,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190620-Intent_to_Award_EDS.pdf
06/20/2019,1730-16794,,,,,,Leal & Associates,MBE (8),17.5,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190620-Intent_to_Award_EDS.pdf
06/20/2019,1823-17458,Consultant for Brownfield Assessment Services,Depart. of Environmental Ctrl - 161,Award,"Weaver Consultants Group North Central, LLC",698300.00,,,,,12,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190620-Intent_to_Award_EDS.pdf
06/20/2019,1823-17458,,,,,,HiTek Environmental d/b/a STAT Analysis Corporation,MBE (9),42.9,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190620-Intent_to_Award_EDS.pdf
06/20/2019,1845-17623,Wood and Wood Supplies,Dept of Facilities/Mgmt - 200,Award,"Atlas and Associates, Inc.",180011.46,,,,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190620-Intent_to_Award_EDS.pdf
06/20/2019,1945-17777,Testing and Water Treatment Services,Dept of Facilities/Mgmt - 200,Award,"Global Water Technology, Inc.",228864.00,"Global Water Technology, Inc.",MBE (8),25,,4,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190620-Intent_to_Award_EDS.pdf
07/18/2019,1830-17423A,Office Technology Products and Related Services,Office of Chief Info. Officer - 009,Award,Insight Public Sector,25000000.00,,,,,4,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1830-17423A,,,,,,"Von Technologies, LLC",WBE (7),35,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1830-17423B,Office Technology Products and Related Services,Office of Chief Info. Officer - 009,Award,SHI International Corporation,5000000.00,,,,,4,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1830-17423B,,,,,,"Ascent Innovations, LLC",MBE (8),13,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1830-17423B,,,,,,"Next Generation, Inc.",MBE (9),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1830-17423B,,,,,,"SLG Innovation, Inc.",MBE (6),12,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1830-17616,Health & Group Benefits Consulting,Risk Management - 008,Award,Deloitte Consulting LLP,1046000.00,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1830-17616,,,,,,Leal Associates,WBE (9),17,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1830-17616,,,,,,Winnett Civic Ingenuity LLC,WBE (7),8,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1853-17620,Unemployment Compensation Claims Program Services,Risk Management - 008,Award,"Sedgwick Claims Management Services, Inc.",165000.00,,,,,6,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1853-17620,,,,,,"Natham, Inc",WBE (7),17.5,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1853-17658,Cognitive Behavioral Treatment Services,Adult Probation Dept. - 280,Award,"Westcare Illinois, Inc.",1556324.00,,,,,6,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1928-17662,A/E Services for John H. Stroger Jr. Hospital Mechanical and Electrical Upgrades,Capital Planning and Policy - 031,Award,"Smith Seckman Reid, Inc.",4978994.00,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1928-17662,,,,,,McNitt Consulting LLC,WBE (7),21,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1928-17662,,,,,,"RD's HVAC, Inc.",MBE (6),14,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1953-17843A,Services for Pregnant and Post-Partum Individuals Awaiting Trial,Justice Advisory Council - 205,Award,"McDermott Center, d/b/a Haymarket Center",250000.00,,,,,5,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1953-17843B,Services for Pregnant and Post-Partum Individuals Awaiting Trial,Justice Advisory Council - 205,Award,Catholic Charities of the Archdiocese of Chicago,250000.00,,,,,5,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1955-17722,"Skokie Envelope Project, Skokie Courthouse Roofing Phase",Capital Planning and Policy - 031,Award,"Malcor Roofing of Illinois, Inc.",2265665.00,,,,,6,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1955-17722,,,,,,April Building Services,MBE (9),11,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1955-17722,,,,,,"Disposal Waste Services, LLC",WBE (7),1.8,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1955-17722,,,,,,Garth Building Products and Services,MBE (6),12,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1955-17722,,,,,,"Jade Carpentry Contractors, Inc.",WBE (7),2.7,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
07/18/2019,1955-17722,,,,,,"Mack Construction Services, LLC",WBE (8),5.5,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190718-Intent_to_Award_EDS.pdf
08/29/2019,1723-16927,Lease of High Speed Digital Copiers,Bureau of Administration - 011,Award,Xerox Corporation,1031889.50,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1723-16927,,,,,,Aloha Print Group,WBE (6),,5,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1723-16927,,,,,,Revere Consulting,MBE (6),1,11.5,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1823-17707,Census 2020 Program Administration Services,Planning & Development - 013,Award,Mind Your Manners d/b/a The William Everett Group,991200.00,,,,,7,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1885-17467,Demolition of Div 1 & 1A,Capital Planning and Policy - 031,Award,Pagoda-CCI Joint Venture 1,12953180.00,,,,,4,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1885-17467,,,,,,Archon Construction Company,MBE (7),9.7,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1885-17467,,,,,,Christy Webber Landscape,MBE (7),1.3,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1885-17467,,,,,,MS Sebastian Painting,MBE (9),0.1,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1885-17467,,,,,,"Pagoda Electric & Construction, Inc.",MBE (6),15,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1885-17467,,,,,,"Tecnica Environmental Services, Inc.",MBE (9),9,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1912-17815,Detention Foam Mattresses With integrated Pillows and Replacement Covers,Office of the Sheriff - 210,Award,Bob Barker Company,1352821.00,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1912-17839,Adapt Pharma Intranasal Naloxone Spray,Office of the Sheriff - 210,Award,"Mckesson Medical-Surgical Government, LLC",210000.00,,,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1912-17934,"Tasers, Body Cameras, Related Products, and Services",Office of the Sheriff - 210,Award,"Acon Enterprise, Inc.",16000500.00,,,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1945-17719,Custodial Floor Care equipment,Dept of Facilities/Mgmt - 200,Award,"Staples Contract and Commercial, LLC",247385.31,,,,,14,6,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1945-17770,"Preventive Maintenance, Repair and Battery Replacement for Uninterruptible Power Systems (UPS)",Dept of Facilities/Mgmt - 200,Award,"Courtesy Electric, Inc.",571710.00,,,,,5,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1945-17770,,,,,,"Ampere Electric Co., Inc.",MBE (8),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
08/29/2019,1945-17770,,,,,,Wrangler Tech,WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/190829-Intent_to_Award_EDS.pdf
10/24/2019,1912-17898,Point Blank Ballistic Vests,Office of the Sheriff - 210,Award,"Galls, LLC",371398.75,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191018-Intent_to_Award_EDS.pdf
10/24/2019,1912-18012,Veterinary Services,Office of the Sheriff - 210,Award,Partners and Paws Veterinary Services,531120.00,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191018-Intent_to_Award_EDS.pdf
10/24/2019,1944-17617,Workers' Compensation Administration Services,Risk Management - 008,Award,Rising Medical Solutions,7950000.00,,,,,8,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191018-Intent_to_Award_EDS.pdf
10/24/2019,1944-17718,Legal Services for Labor and Employment,*Countywide--Multiple Departments - 001,Award,Multiple,0.00,,,,,7,6,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191018-Intent_to_Award_EDS.pdf
10/24/2019,1944-17731,Legal Services for Labor and Employment,*Countywide--Multiple Departments - 001,Award,Multiple,0.00,,,,,11,3,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191018-Intent_to_Award_EDS.pdf
11/15/2019,1868-17313,Consulting Services,Medical Examiner - 259,Award,"Northwestern Medical Faculty Foundation, d/b/a Northwestern Medical Group",525000.00,,,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1901-17764,Supply and Delivery of City and Suburban Traffic Ticket Books,Clerk of Crct Crt Off.of Clerk - 335,Award,Paper Solutions,264280.00,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1901-17764,,,,,,"Montenegro Paper Ltd. d/b/a Montenegro, Inc.",MBE (9),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1901-17764,,,,,,PM Graphics,WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1901-17782,"Steam Heat, Chilled Water Cooling and Condenser Coils",Dept of Facilities/Mgmt - 200,Award,Affiliated Steam & Hot Water,367490.00,,,,,2,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1923-17797,Printing Carbonless Forms,Bureau of Administration - 011,Award,"Genoa Business Forms, Inc.",563001.60,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1938-17905,Electrical and Mechanical Item Maintenance,Transportation and Highways - 500,Award,"Meade, Inc.",9744597.20,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1938-17905,,,,,,Midco Electric Supply,WBE (7),10,,1,0,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1938-17905,,,,,,Taylor Electric Company,MBE (6),25,,1,0,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1944-17880,Diversity Management System,Office of Contract Compliance - 022,Award,"Ask Reply, Inc. d/b/a B2GNow",342640.00,"A. AlvaRosales & Assoc., LTD.",WBE (9),20,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,Lake Cook Rd - Raupp Blvd. to Hastings Ln.,Transportation and Highways - 500,Award,R.W. Dunteman Company,58491018.10,,,,,6,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,Abitua Corporation,DBE (9),9,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,ALF,DBE (7),2.3,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,Areatha Construction Co.,DBE (9),11.82,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,Bichito Enterprises,DBE (9),0.78,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,C3 Corporation,DBE (7),0.58,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,Everlights,DBE (7),0.43,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,"Industrial Fence, Inc.",DBE (9),2.58,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,"Lyons View Manufacturer & Supply, Inc.",DBE (6),1.53,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,Maintenance Coating Co.,DBE (7),0.37,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,Midco Electric Supply,DBE (7),0.47,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,Precision Pavement Co.,DBE (9),0.31,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,Ruizscape Construction,DBE (9),2.52,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
11/15/2019,1999-17850,,,,,,Sanco Traffic Control,DBE (9),2.85,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/191115-Intent_to_Award_EDS.pdf
12/13/2019,1912-17822A,Vehicle Leasing and Maintenance,Office of the Sheriff - 210,Award,Enterprise Leasing and Maintenance,546822.56,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1923-18082,Otter Research Project,Animal Control Department - 510,Award,Max McGraw Wildlife Foundation,495883.00,,DNA,,,DNA,DNA,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1925-17978,Dairy Products,Juvenile Temporary Detent. Cntr - 440,Award,Black Dog LLC,252340.00,,,,,1,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,West Lake - Wold Road to Landwehr Road,Transportation and Highways - 500,Award,"A Lamp Concrete, Co.",6544212.81,Archon Construction,WBE (7),1.9,,5,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,Areatha Construction,MBE (6),12.7,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,"Barricade Lites, Inc.",MBE (9),2.5,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,Black Dog Petroleum LLC,MBE (8),2.7,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,"Cardinal State, LLC",MBE (6),1.2,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,Chicago Cut Concrete Cutting Co.,WBE (7),1.9,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,"Everlights, Inc.",WBE (7),0.1,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,Lyons View Manufacturer,MBE (6),0.2,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,Maintenance Coatings Co.,WBE (7),1.9,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,Midco Electric Supply,WBE (7),0.4,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,"RAI Concrete, Inc.",WBE (7),3.2,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1999-17919,,,,,,Sonican Trucking Co.,MBE (9),4.7,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
12/13/2019,1953-17789,Clinical Case Management Services - Women's Rehabilitation Alternative Probation and Rehabilitation Alternative Services (WRAP/RAP),Adult Probation Dept. - 280,Award,Treatment Alternatives for Safe Communities (TASC) Inc.,493674.00,,,,,4,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/191213-Intent_to_Award_EDS.pdf
01/10/2020,1912-17822A,Vehicle Leasing and Maintenance,Office of the Sheriff - 210,Award,"Enterprise Fleet Management, Inc",546822.56,,,,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-17965A,"Auto Body Repair Services, South Zone",Office of the Sheriff - 210,Award,"Kerry's Auto Body, Inc.",530750.00,"Kerry's Auto Body, Inc.",WBE (7),75,,3,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-17965A,,,,,,"Tri-Angle Fabrications and Mnufacturing, Inc.",MBE (9),25,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-17965B,"Auto Body Repair Services, South Zone",Office of the Sheriff - 210,Award,Maaco Collision Center,595000.00,,,,,2,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-17965B,,,,,,Carson Tire Service,MBE (6),0.5,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-17965B,,,,,,"Merchandise Distributors, Inc.",MBE (6),,0.5,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-17965C,"Auto Body Repair Services, North Zone",Office of the Sheriff - 210,Award,"Mac Auto Body, Inc.",649875.00,,MBE (9),100,,1,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-17965C,,,,,,"B & L Distributors, Inc.",WBE (7),,3,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-17965C,,,,,,Kathleen Orlando & Associates,WBE (7),,5,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-17965C,,,,,,All American Paper,WBE (7),,2,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-18010A,"Lamos, Ballasts and LED Lighting",Dept of Facilities/Mgmt - 200,Award,Production Distribution Companies,179500.00,,,,,13,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-18010A,,,,,,"Law Ventures, LLC",WBE (7),10,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-18010A,,,,,,Production Distribution,MBE (6),90,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-18010B,"Lamps, Ballasts and LED Lighting",Dept of Facilities/Mgmt - 200,Award,J. P. Simmons and Company,290000.00,J. P. Simmons and Company,WBE (7),75,,4,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1945-18010B,,,,,,"Mercommbe, Inc.",MBE (9),25,,,,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
01/10/2020,1953-17581,Mental Health Court Clinical Case Management Services,Dept of Facilities/Mgmt - 200,Award,Presence Behavioral Health,1334663.50,,,,,4,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200110-Intent_to_Award_EDS.pdf
02/21/2020,1823-17224,Property Redevelopment Strategic Planning & Feasibility Analysis Consultant Services,Capital Planning and Policy - 031,Award,"CBRE, Inc.",537851.00,,,,,8,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1823-17224,,,,,,"Applied Real Estate Analysis, Inc.",MBE (6),13,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1823-17224,,,,,,"KOO, LLC",MBE (8),15,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1823-17224,,,,,,"McKissack & McKissack Midwest, Inc.",MBE (6),13,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1823-17224,,,,,,"The Roderick Group, Inc. d/b/a Ardmore Roderick",MBE (6),9,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1944-17756,Cost Allocation Plan and Indirect Cost Rate Proposals,Budget and Management Services - 014,Award,"MGT of America Consulting, LLC",217500.00,,,,,3,0,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1944-17756,,,,,,"Velma Butler & Company, LTD, Inc.",MBE (6),35,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1945-17970,LED High Mast Lighting,Dept of Facilities/Mgmt - 200,Award,Production Distribution Companies,209212.00,Production Distribution Companies,MBE (6),90,,6,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1945-17970,,,,,,"Law Ventures, LLC",WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1945-18010A,"Lamps, Ballasts and LED Lighting",Dept of Facilities/Mgmt - 200,Award,Production Distribution Companies,179500.00,Production Distribution Companies,MBE (6),90,,6,2,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1945-18010A,,,,,,"Law Ventures, LLC",WBE (7),10,,,,,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
02/21/2020,1945-18010B,"Lamps, Ballasts and LED Lighting",Dept of Facilities/Mgmt - 200,Award,J. P. Simons and Company,262000.00,"J,P, Simons and Company",WBE (7),75,,4,1,true,http://opendocs.cookcountyil.gov/procurement/intent-award/200221-Intent_to_Award_EDS.pdf
